id,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms//,source
c-705,ENGR 545,UBCO,2023,ENGR 545 Laser-Based Measurements for Fluid Flows,"Governing equations of reacting and non-reacting flows, measurement uncertainties, particle image velocimetry, laser Rayleigh scattering, Mie scattering, planar laser induced fluorescence, chemiluminescence measurements, and simultaneous velocity and combustion species measurements.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-706,ENGR 546,UBCO,2023,ENGR 546 Biological Treatment Processes,"Theory and practice of biological wastewater treatment including aerobic and anaerobic processes in suspended and attached growth reactors, treatment models, advanced treatment, sludge handling, and treatment plant design. Credit will be granted for only one of ENGR 546 or ENGR 446.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-707,ENGR 553,UBCO,2023,ENGR 553 Signal Estimation Theory,"Estimation theory applied in particular to communications, signal processing, and wireless location applications. Cramer-Rao lower bound, minimum variance unbiased estimators, maximum likelihood estimators, least squares, Bayesian estimation, Kalman filters, and subspace methods.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-708,ENGR 558,UBCO,2023,ENGR 558 Power Electronics,"Applications and roles of power electronics, power semiconductor devices, diode rectifiers, phase-controlled rectifiers, DC-DC converters, DC-AC converters, resonant converters. Examples drawn from residential and industrial applications. Credit will be granted for only one of ENGR 558 or ENGR 458.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-709,ENGR 563,UBCO,2023,ENGR 563 Advanced Polymer Science and Engineering,"Introduction to polymer science, polymer chain architecture and configuration, thermodynamics of polymer solutions, amorphous and crystalline states of polymers, rubber elasticity, networks and gels, polymer viscoelasticity and rheology, mechanical properties of polymers, multicomponent polymer systems, polymer processing and forming.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-710,ENGR 564,UBCO,2023,ENGR 564 Fundamentals of Digital Communications,"Pulse-amplitude modulation, M-ary modulation, spectral efficiency, Nyquist pulse shaping, sequence detection, optimal coherent and incoherent receiver design, equalization, adaptive equalizer, receiver synchronization.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-711,ENGR 568,UBCO,2023,ENGR 568 Advanced Digital System Design,"Design flows, system-on-chip design practices, timing, clock domains, high-speed data links, intellectual property reuse and platform-based design, application-specific integrated circuit and field-programmable gate array technologies, and hardware/software co-design. Credit will be granted for only one of ENGR 568 or ENGR 468.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-712,ENGR 572,UBCO,2023,ENGR 572 Fibre Optics and Photonics,"Introduction to fibre optic transmission, single-mode and multimode fibre optics, dispersion and absorption design criteria, semiconductor diode lasers, LEDs, modulators, pn and p-i-n receivers, point-to-point and network implementations of fibre optic networks and integrated photonic systems. Credit will be granted for only one of ENGR 572 or ENGR 472.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-713,ENGR 574,UBCO,2023,ENGR 574 Antennas and Propagation,"Wave propagation models, radiation patterns, directivity and gain, radiation resistance, Friis transmission equation, reciprocity, dipole antennas, image theory, loop antennas, uniform and non-uniform antenna arrays, broadband antennas, aperture antennas. Credit will be granted for only one of ENGR 574 or ENGR 473.",3,FALSE,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-714,ENGR 580,UBCO,2023,ENGR 580 Modern Control,"Review of linear and matrix algebra, highlights of classical control theory; state-space modelling, continuous and discrete state equations, stability, controllability and observability; design of feedback systems. Credit will be granted for only one of ENGR 580 or ENGR 480.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-715,ENGR 581,UBCO,2023,ENGR 581 Mechatronics,"Operating principles, analysis, modelling, and performance specification of sensors and actuators such as analog/digital transducers, electric motors, hydraulic actuators, and smart actuators. Analog and digital filtering techniques. Control techniques pertaining to actuators. Credit will not be granted for both ENGR 581 and ENGR 481.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-716,ENGR 582,UBCO,2023,ENGR 582 Finite Element Method,"Finite element discretization, direct stiffness method, numerical solution of large deformations, formulation of finite elements, auxiliary equations, thermomechanical analysis. Computer implementation of finite element methods, case studies in metal forming, and multi-physics. Credit will be granted for only one of ENGR 492 or ENGR 582.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-717,ENGR 583,UBCO,2023,ENGR 583 Multiphase Flows,"Fundamentals of liquid instabilities, breakup of liquid sheets, breakup of liquid jets, droplet dynamics, bubble dynamics, atomization and spray, single particle motion, boiling, and condensation.",3,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-718,ENGR 584,UBCO,2023,ENGR 584 Heat and Mass Transfer,"Heat exchanger design, heat transfer with phase change, radiation heat transfer, steady and transient mass diffusion, convective mass transfer, simultaneous heat and mass transfer. Credit will be granted for only one of ENGR 584 or ENGR 484.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-719,ENGR 587,UBCO,2023,ENGR 587 Digital Control,"Review of classical control and its relationship to discrete systems, discrete-time systems, sampling, z-transform, pulse transfer function, stability in z-domain, pole-placement control design and state estimation, discrete linear quadratic optimal control, introduction to system identification and Kalman filter. Credit will be granted for only one of ENGR 587 or ENGR 487.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-720,ENGR 589,UBCO,2024,ENGR 589 Multicriteria Optimization and Design of Experiments,"Multiple attribute decision-making, multiple objective decision-making/optimization, fuzzy optimization, design and analysis of physical and computer experiments, uncertainty modelling, sensitivity analysis, weighting methods, computational tools and applications in multi-disciplinary design. Credit will be granted for only one of ENGR 589 or ENGR 489.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-721,ENGR 597,UBCO,2024,ENGR 597 Engineering Project,Project on assigned topic of specialization.,6,FALSE,"This course is restricted to students in one of these programs: MASC-O,MENG-O,PHD-O",,,,,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-722,ENGR 598C,UBCO,2023,ENGR 598C Topics in Engineering - BIOPHOTON,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-723,ENGR 598D,UBCO,2023,ENGR 598D Topics in Engineering - WATER QUALITY,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-724,ENGR 598H,UBCO,2023,ENGR 598H Topics in Engineering - AEROGELS,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-725,ENGR 598I,UBCO,2023,ENGR 598I Topics in Engineering - INFO THEORY,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-726,ENGR 598J,UBCO,2023,ENGR 598J Topics in Engineering - DROPLET DYNAMICS,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-727,ENGR 598K,UBCO,2023,ENGR 598K Topics in Engineering - ELECTRONICS COOL,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-728,ENGR 598M,UBCO,2023,ENGR 598M Topics in Engineering - THERMAL DESIGN E,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-729,ENGR 598N,UBCO,2023,ENGR 598N Topics in Engineering - EMD I,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-730,ENGR 598O,UBCO,2023,ENGR 598O Topics in Engineering - OPTIMIZATION,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-731,ENGR 598P,UBCO,2023,ENGR 598P Topics in Engineering - SURF CHEM POLY,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-732,ENGR 598Q,UBCO,2023,ENGR 598Q Topics in Engineering - MAR CHAR,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-733,ENGR 598R,UBCO,2023,ENGR 598R Topics in Engineering - BIOCEMENTATION,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-734,ENGR 598S,UBCO,2023,ENGR 598S Topics in Engineering - EM&CR:CASESTUDY,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O -OR- in one of these programs: MENG-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-735,ENGR 598T,UBCO,2023,ENGR 598T Topics in Engineering - SURFACE WETTING,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-736,ENGR 598V,UBCO,2023,ENGR 598V Topics in Engineering - ADV THERMO,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-737,ENGR 598W,UBCO,2023,ENGR 598W Topics in Engineering - TRAVEL SURVEY,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-738,ENGR 598Z,UBCO,2023,ENGR 598Z Topics in Engineering - COMPOSITES 4.0,,3,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-739,ENGR 599,UBCO,2024,ENGR 599 Thesis,For M.A.Sc. Pass/Fail.,12,FALSE,This course is restricted to students in one of these programs: MASC-O -OR- in one of these programs: PHD-O,,,,,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-740,ENGR 699,UBCO,2024,ENGR 699 Thesis,For Ph.D. Pass/Fail.,0,FALSE,This course is restricted to students in one of these programs: PHD-O,,,,,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/engro
c-1047,MATH 100,UBCO,2024,MATH 100 Differential Calculus with Applications to Physical Sciences and Engineering,"Derivatives of elementary functions, limits. Covers applications and modelling: graphing and optimization. Credit will be granted for only one of MATH 100 or MATH 116.",3,FALSE,,MATH 116,,"Either (a) a score of 67% or higher in one of MATH 12, PREC 12 or (b) a score of 60% or higher in one of MATH 125, MATH 126.",MATH 116,,"MATH 125,MATH 126",TRUE,TRUE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1048,MATH 101,UBCO,2024,MATH 101 Integral Calculus with Applications to Physical Sciences and Engineering,"Definite integral, integration techniques, applications, modelling, linear ODE's. Credit will be granted for only one of MATH 101 or MATH 142.",3,FALSE,,,,"One of MATH 100, MATH 116.",,,"MATH 100,MATH 116",TRUE,TRUE,FALSE,TRUE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1049,MATH 103,UBCO,2023,MATH 103 Integral Calculus with Applications to Life Sciences,"Antiderivatives, the definite integral, integration techniques, numerical integration, infinite series, applications of integration to differential equations and probability, linear algebra. Credit will be granted for only one of MATH 101, MATH 103, or MATH 142.",3,FALSE,,,,"One of MATH 100, MATH 116.",,,"MATH 100,MATH 116",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1050,MATH 116,UBCO,2023,MATH 116 Calculus I for Management and Economics,"The derivative; limits; rate of change; derivatives of algebraic, logarithmic, trigonometric and exponential functions; applications to marginal analysis; elasticity of demand; optimization and curve-sketching, Newtons Method and Taylor polynomials. Credit will be granted for only one of MATH 116 or MATH 100.",3,FALSE,,MATH 100,,"Either (a) a score of 67% or higher in one of MATH 12, PREC 12 or (b) a score of 60% or higher in one of MATH 125, MATH 126.",MATH 100,,"MATH 125,MATH 126",TRUE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1051,MATH 125,UBCO,2023,MATH 125 Pre-Calculus,"Prepares students for a calculus course. Functions and their graphs; inverse functions; algebraic, exponential, logarithmic, trigonometric functions; trigonometric identities. Cannot be counted for credit toward the B.Sc. or B.M.S. degree. Credit will be granted for only one of MATH 125 or MATH 126. Students with credit for MATH 100 or 116 may not take MATH 125 for further credit.",3,FALSE,,,,"(One of Principles of Mathematics 11, Pre-Calculus 11, Foundations of Mathematics 12.)",,,,TRUE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1052,MATH 126,UBCO,2023,MATH 126 Basic Mathematics: An Indigenous Perspective,"Prepares students for calculus. Functions; graphs; inverse, algebraic, exponential, logarithmic, trigonometric functions; trigonometric identities. Uses cyclical analysis common in some Indigenous cultures. Cannot be counted for credit toward the B.Sc. or B.M.S. degree. Credit will be granted for only one of MATH 126 or 125. Students with credit for MATH 100 or 116 may not take MATH 126 for credit.",3,FALSE,,,,"(One of Principles of Mathematics 11, Pre-Calculus 11, Foundations of Mathematics 12, or permission of the Department.)",,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1053,MATH 200,UBCO,2024,MATH 200 Calculus III,"Analytic geometry in two and three dimensions, partial and directional derivatives, chain rule, maxima and minima, second derivative test, Lagrange multipliers, multiple integrals with applications.",3,FALSE,,,,Either (a) MATH 101 or (b) a score of 65% or higher in MATH 103.,,,"MATH 101,MATH 103",TRUE,FALSE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1054,MATH 220,UBCO,2023,MATH 220 Mathematical Proof,"Sets and functions; induction; cardinality; properties of the real numbers; sequences, series, and limits. Logic, structure, style, and clarity of proofs emphasized throughout.",3,FALSE,,,,Either (a) MATH 101 or (b) a score of 65% or higher in MATH 103.,,,"MATH 101,MATH 103",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1055,MATH 221,UBCO,2024,MATH 221 Matrix Algebra,"Systems of linear equations, operations on matrices, determinants, eigenvalues and eigenvectors, diagonalization of symmetric matrices, and vector geometry.",3,FALSE,,,,"One of MATH 100, MATH 116.",,,"MATH 100,MATH 116",TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1056,MATH 222,UBCO,2023,MATH 222 Linear Algebra,"Vector spaces, linear maps, change of basis, eigenvalues and eigenvectors, Jordan canonical forms, matrix decomposition, inner product spaces, orthogonality, linear operators.",3,FALSE,,,,MATH 221.,,,MATH 221,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1057,MATH 225,UBCO,2023,MATH 225 Introduction to Differential Equations,"First-order equations, initial value problems, existence and uniqueness theorems, second-order linear equations, superposition of solutions, independence, general solutions, non-homogeneous equations, phaseplane analysis, numerical methods, matrix methods for linear systems, and applications of differential equations to the physical, biological, and social sciences.",3,FALSE,,,(MATH 221 is recommended.),Either (a) MATH 101 or (b) a score of 65% or higher in MATH 103.,,MATH 221,"MATH 101,MATH 103",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1058,MATH 303,UBCO,2023,MATH 303 Numerical Analysis,"Numerical techniques for basic mathematical processes and their analysis. Taylor polynomials, root-finding, linear systems, eigenvalues, approximating derivatives, locating minimizers, approximating integrals, solving differential equations. Credit will be granted for only one of MATH 303 or COSC 303.",3,FALSE,,COSC 303,,"All of MATH 200, MATH 221 and either (a) COSC 111 or (b) DATA 301.",COSC 303,,"MATH 200,MATH 221,COSC 111,DATA 301",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1059,MATH 307,UBCO,2023,MATH 307 Applied Linear Algebra,"LU-factorization, iterative estimates for eigenvalues, dynamical systems, orthogonality; QR-factorization, and applications of linear algebra.",3,FALSE,,,,MATH 221.,,,MATH 221,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1060,MATH 311,UBCO,2023,MATH 311 Abstract Algebra I,"Properties of integers, the integers modulo n, groups, subgroups, cyclic groups, permutation groups, linear groups, quotient groups and homomorphisms, isomorphism theorems, direct products, and an introduction to rings and fields.",3,FALSE,,,,MATH 220.,,,MATH 220,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1061,MATH 312,UBCO,2023,MATH 312 Introduction to Number Theory,"Divisibility of integers, congruences, Euler's Theorem, primitive roots, quadratic reciprocity, special Diophantine equations, distributions of primes.",3,FALSE,,,,MATH 220.,,,MATH 220,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1062,MATH 317,UBCO,2023,MATH 317 Calculus IV,"Parametrizations, inverse and implicit functions, integrals with respect to length and area; grad, div, and curl, and theorems of Green, Gauss, and Stokes.",3,FALSE,,,,MATH 200.,,,MATH 200,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1063,MATH 319,UBCO,2023,MATH 319 Introduction to Partial Differential Equations,"Methods of separation of variable, Fourier series, heat, wave and Laplace's equations, boundary value problems, eigenfunction expansions, and Sturm-Liouville problems.",3,FALSE,,,,"All of MATH 200, MATH 225.",,,"MATH 200,MATH 225",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1064,MATH 327,UBCO,2023,MATH 327 Analysis I,"The real number system, real Euclidean n-space; open, closed, compact, and connected sets; Bolzano-Weierstrass theorem; sequences and series; continuity and uniform continuity; differentiability and mean-value theorems; Riemann or Riemann-Stieltjes integrals.",3,FALSE,,,,MATH 220.,,,MATH 220,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1065,MATH 328,UBCO,2023,MATH 328 Analysis II,"Metric and normed vector spaces; limits in normed vector spaces, compactness; sequences and series of functions, approximation of continuous functions by polynomials; functions from Rm to Rn, inverse and implicit function theorems.",3,FALSE,,,,MATH 327.,,,MATH 327,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1066,MATH 330,UBCO,2023,MATH 330 Abstract Algebra II,"Covers properties of rings and fields, factorization, polynomials over a field, field extensions, field isomorphisms and automorphism, group of automorphisms, and Galois theory of unsolvability.",3,FALSE,,,,MATH 311.,,,MATH 311,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1067,MATH 340,UBCO,2023,MATH 340 Introduction to Linear Programming,"Linear programming problems, dual problems, the simplex algorithm, solution of primal and dual problems, sensitivity analysis. Additional topics chosen from: Karmarkar's algorithm, non-linear programming, game theory, applications.",3,FALSE,,,,MATH 221.,,,MATH 221,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1068,MATH 350,UBCO,2023,MATH 350 Complex Variables and Applications,"Covers analytic functions, Cauchy-Riemann equations, power series, Laurent series, elementary functions, contour integrals, and poles and residues. Introduction to conformal mapping and applications of analysis to problems in physics and engineering.",3,FALSE,,,,MATH 200.,,,MATH 200,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1069,MATH 430D,UBCO,2023,MATH 430D Special Topics in Optimization and Analysis - SPLIT ALG MOD OP,Students should consult the department for the particular topics offered in a given year.,3,FALSE,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1070,MATH 443,UBCO,2023,MATH 443 Graph Theory,"Introductory course in mostly non-algorithmic topics. Planarity and Kuratowski's theorem, graph colouring, graph minors, random graphs, cycles in graphs, Ramsey theory, extremal graph theory. Proofs emphasized.",3,FALSE,,,,(At least 12 credits of 300-level MATH.),,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1071,MATH 448A,UBCO,2024,MATH 448A Directed Studies in Mathematics - DIR STDY IN MATH,Investigation of a specific topic as agreed upon by the student and the faculty supervisor. Students will be expected to complete a project and make an oral presentation.,3,FALSE,,,,(15 credits of 300- or 400-level MATH and STAT courses and permission of the department head and faculty supervisor.),,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1072,MATH 448B,UBCO,2023,MATH 448B Directed Studies in Mathematics - DIR STDY IN MATH,Investigation of a specific topic as agreed upon by the student and the faculty supervisor. Students will be expected to complete a project and make an oral presentation.,6,FALSE,,,,(15 credits of 300- or 400-level MATH and STAT courses and permission of the department head and faculty supervisor.),,,,TRUE,TRUE,FALSE,FALSE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1073,MATH 448C,UBCO,2023,MATH 448C Directed Studies in Mathematics - DIR STDY IN MATH,Investigation of a specific topic as agreed upon by the student and the faculty supervisor. Students will be expected to complete a project and make an oral presentation.,3,FALSE,,,,(15 credits of 300- or 400-level MATH and STAT courses and permission of the department head and faculty supervisor.),,,,TRUE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1074,MATH 459,UBCO,2023,MATH 459 Mathematical Biology,"Mathematical modelling in biological disciplines such as population dynamics, ecology, pattern formation, tumour growth, immune response, biomechanics, and epidemiology. Theory of such models formulated as difference equations, ordinary differential equations, and partial differential equations.",3,FALSE,,,,MATH 225. (MATH 319 is recommended.),,,"MATH 225,MATH 319",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1075,MATH 461,UBCO,2023,MATH 461 Continuous Optimization,"Convex analysis, non-smooth optimization, Karush-Kuhn-Tucker theorem, iterative methods.",3,FALSE,,,,MATH 327.,,,MATH 327,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1076,MATH 462,UBCO,2023,MATH 462 Derivative-Free Optimization,"Mathematical analysis and development of derivative-free optimization methods. Heuristic methods, direct search methods, model-based methods, convergence analysis, topics in implementation and testing. Credit will be granted for only one of MATH 462 or MATH 562.",3,FALSE,This course is restricted to students in year: >=3,,,"All of MATH 200, MATH 220, MATH 221. (MATH 303 or COSC 303 is recommended.)",,,"MATH 200,MATH 220,MATH 221,MATH 303,COSC 303",TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
